,instrument,instrument_family,instrument_source,note,pitch,qualities,velocity
organ_electronic_104-057-050,921,6,1,292503,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_001-086-025,8,6,1,96100,86,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_104-045-050,921,6,1,199599,45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_028-058-025,440,6,1,104480,58,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
flute_synthetic_000-022-127,82,2,2,139751,22,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
flute_synthetic_000-049-127,82,2,2,76520,49,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
organ_electronic_057-071-025,701,6,1,303224,71,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_033-086-100,417,0,2,268186,86,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
brass_acoustic_046-072-050,414,1,0,17260,72,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
reed_acoustic_023-067-025,224,7,0,37793,67,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",25
brass_acoustic_046-056-100,414,1,0,21631,56,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_078-058-075,838,4,1,175529,58,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
reed_acoustic_018-057-127,183,7,0,83899,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_015-065-127,316,3,0,43500,65,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
bass_electronic_018-030-025,759,0,1,254655,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_098-065-127,803,0,2,210397,65,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_002-087-050,50,4,1,163638,87,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",50
mallet_acoustic_056-053-127,590,5,0,160154,53,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
brass_acoustic_059-048-025,572,1,0,8424,48,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
string_acoustic_014-057-127,100,8,0,24516,57,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",127
keyboard_electronic_003-052-025,65,4,1,54410,52,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
brass_acoustic_015-069-127,121,1,0,84843,69,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
keyboard_synthetic_000-072-025,577,4,2,133187,72,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",25
guitar_electronic_028-037-050,510,3,1,186063,37,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_002-027-100,50,4,1,143327,27,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_068-039-100,656,0,2,221174,39,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
string_acoustic_012-024-075,97,8,0,41506,24,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
vocal_acoustic_000-054-050,46,10,0,24808,54,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50
organ_electronic_007-036-050,123,6,1,3130,36,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50
keyboard_electronic_001-030-127,40,4,1,259355,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_098-030-025,905,4,1,272486,30,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
vocal_synthetic_003-058-075,37,10,2,58049,58,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",75
string_acoustic_014-037-127,100,8,0,39547,37,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",127
guitar_electronic_028-042-127,510,3,1,191803,42,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_010-055-050,219,3,0,179811,55,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_acoustic_014-032-127,263,3,0,120592,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_010-059-050,219,3,0,157591,59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
brass_acoustic_046-101-127,414,1,0,75709,101,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",127
organ_electronic_104-034-050,921,6,1,51669,34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
flute_acoustic_002-092-025,86,2,0,96233,92,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
keyboard_acoustic_004-044-050,327,4,0,264075,44,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
string_acoustic_056-067-050,436,8,0,99585,67,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",50
keyboard_electronic_002-040-075,50,4,1,305965,40,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
reed_acoustic_037-037-127,387,7,0,22484,37,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",127
string_acoustic_071-027-025,609,8,0,57475,27,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",25
vocal_synthetic_003-065-025,37,10,2,7349,65,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",25
guitar_acoustic_030-035-127,642,3,0,80945,35,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",127
mallet_acoustic_047-077-050,488,5,0,19529,77,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",50
bass_synthetic_134-098-100,914,0,2,224930,98,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100
guitar_acoustic_015-028-075,316,3,0,131529,28,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
brass_acoustic_059-035-127,572,1,0,46183,35,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
mallet_acoustic_047-097-025,488,5,0,130319,97,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",25
keyboard_electronic_098-066-075,905,4,1,166510,66,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_135-054-075,927,0,2,223118,54,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_098-023-025,905,4,1,290165,23,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_003-090-075,65,4,1,301079,90,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
reed_acoustic_023-062-127,224,7,0,121042,62,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",127
reed_acoustic_037-053-050,387,7,0,132552,53,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50
bass_synthetic_068-049-100,656,0,2,241053,49,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_015-021-100,316,3,0,179298,21,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",100
mallet_acoustic_047-071-075,488,5,0,1385,71,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",75
keyboard_electronic_098-071-075,905,4,1,206716,71,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_028-087-025,440,6,1,204170,87,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_001-064-075,40,4,1,190011,64,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_acoustic_004-023-100,327,4,0,5301,23,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
keyboard_acoustic_004-062-025,327,4,0,283968,62,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
guitar_acoustic_015-067-025,316,3,0,121345,67,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
guitar_electronic_028-024-025,510,3,1,52667,24,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
flute_synthetic_000-095-075,82,2,2,86500,95,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
string_acoustic_056-043-127,436,8,0,31059,43,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",127
keyboard_electronic_098-052-075,905,4,1,149325,52,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
mallet_acoustic_047-069-127,488,5,0,156746,69,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",127
keyboard_electronic_098-076-127,905,4,1,300798,76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
vocal_synthetic_003-068-050,37,10,2,28847,68,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50
organ_electronic_028-033-127,440,6,1,49321,33,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",127
keyboard_acoustic_004-100-127,327,4,0,240839,100,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",127
guitar_acoustic_021-099-127,457,3,0,192441,99,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
bass_synthetic_135-097-050,927,0,2,279395,97,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
string_acoustic_012-031-100,97,8,0,107477,31,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
bass_synthetic_134-050-025,914,0,2,204754,50,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
flute_synthetic_000-104-100,82,2,2,80138,104,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_001-075-075,40,4,1,73554,75,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_002-055-100,50,4,1,126534,55,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
reed_acoustic_011-072-025,104,7,0,142457,72,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
reed_acoustic_011-055-025,104,7,0,39418,55,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_009-074-127,150,0,2,249314,74,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",127
keyboard_electronic_002-029-075,50,4,1,203173,29,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_104-040-100,921,6,1,97947,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_007-072-050,123,6,1,195985,72,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50
keyboard_electronic_003-038-127,65,4,1,298828,38,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_010-064-100,219,3,0,58483,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_electronic_028-058-100,510,3,1,137060,58,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_acoustic_004-083-100,327,4,0,121665,83,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
keyboard_electronic_003-041-050,65,4,1,302658,41,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
mallet_acoustic_056-094-075,590,5,0,182891,94,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
brass_acoustic_046-103-025,414,1,0,55527,103,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",25
bass_electronic_027-022-127,880,0,1,236891,22,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
mallet_acoustic_062-087-025,644,5,0,111552,87,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",25
guitar_electronic_028-089-127,510,3,1,35101,89,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_acoustic_004-081-025,327,4,0,149717,81,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
brass_acoustic_015-056-100,121,1,0,70021,56,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
bass_synthetic_134-031-025,914,0,2,264261,31,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
keyboard_electronic_002-092-127,50,4,1,148455,92,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
guitar_electronic_022-041-100,378,3,1,298816,41,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
mallet_acoustic_056-064-075,590,5,0,180357,64,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_014-107-127,263,3,0,64490,107,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
organ_electronic_113-059-127,958,6,1,200746,59,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_030-058-100,642,3,0,146866,58,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",100
guitar_acoustic_030-063-100,642,3,0,30873,63,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",100
guitar_acoustic_014-075-100,263,3,0,13000,75,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_028-090-075,440,6,1,289793,90,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_synthetic_000-031-025,577,4,2,297994,31,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",25
keyboard_electronic_078-084-025,838,4,1,206597,84,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
mallet_acoustic_062-076-075,644,5,0,74919,76,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",75
guitar_acoustic_021-043-025,457,3,0,93092,43,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
string_acoustic_056-074-025,436,8,0,37873,74,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",25
brass_acoustic_006-034-050,43,1,0,26494,34,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50
guitar_acoustic_014-092-127,263,3,0,61069,92,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
vocal_synthetic_003-072-075,37,10,2,24487,72,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",75
flute_synthetic_000-026-050,82,2,2,129333,26,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_098-024-050,905,4,1,207978,24,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",50
brass_acoustic_016-081-100,128,1,0,1731,81,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
brass_acoustic_015-043-025,121,1,0,30870,43,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
string_acoustic_071-042-050,609,8,0,42942,42,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",50
string_acoustic_056-068-100,436,8,0,62288,68,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100
organ_electronic_007-061-075,123,6,1,271492,61,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",75
flute_synthetic_000-025-050,82,2,2,124493,25,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_098-032-025,905,4,1,131398,32,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
reed_acoustic_011-044-075,104,7,0,87154,44,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_028-060-127,440,6,1,205479,60,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_electronic_028-084-050,510,3,1,16555,84,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_acoustic_004-040-075,327,4,0,175298,40,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
organ_electronic_001-084-075,8,6,1,223243,84,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
mallet_acoustic_062-046-025,644,5,0,54527,46,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",25
bass_synthetic_135-073-100,927,0,2,202633,73,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
flute_synthetic_000-037-025,82,2,2,107018,37,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
guitar_acoustic_014-064-075,263,3,0,66832,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
brass_acoustic_006-055-075,43,1,0,35453,55,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
guitar_acoustic_021-067-100,457,3,0,61935,67,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_003-085-075,65,4,1,142854,85,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_135-079-075,927,0,2,200089,79,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_001-049-127,40,4,1,289475,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_021-045-127,457,3,0,112754,45,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_001-034-100,40,4,1,97395,34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_098-092-127,803,0,2,107827,92,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
organ_electronic_028-047-025,440,6,1,63264,47,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
guitar_electronic_022-064-100,378,3,1,304330,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_014-081-075,263,3,0,164068,81,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_098-053-025,905,4,1,231954,53,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_synthetic_000-070-025,577,4,2,304200,70,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",25
string_acoustic_014-052-075,100,8,0,118199,52,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",75
keyboard_acoustic_004-103-100,327,4,0,294896,103,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",100
string_acoustic_012-041-100,97,8,0,99,41,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
bass_synthetic_068-093-025,656,0,2,270079,93,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",25
flute_synthetic_000-033-075,82,2,2,102623,33,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
reed_acoustic_037-051-025,387,7,0,142141,51,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
bass_synthetic_033-056-050,417,0,2,218270,56,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_078-088-075,838,4,1,259607,88,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",75
organ_electronic_007-048-100,123,6,1,212519,48,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100
organ_electronic_104-039-050,921,6,1,238676,39,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_028-072-075,440,6,1,265735,72,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_010-103-100,219,3,0,189584,103,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_098-058-100,905,4,1,283510,58,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_134-030-050,914,0,2,222361,30,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
bass_synthetic_068-096-025,656,0,2,268369,96,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",25
keyboard_electronic_001-036-025,40,4,1,167852,36,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_synthetic_000-042-075,577,4,2,193130,42,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",75
guitar_acoustic_014-028-127,263,3,0,80071,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
organ_electronic_057-058-025,701,6,1,3454,58,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
brass_acoustic_015-052-127,121,1,0,43881,52,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
brass_acoustic_016-089-075,128,1,0,84126,89,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_electronic_027-059-127,880,0,1,222238,59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_009-090-100,150,0,2,241953,90,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",100
keyboard_electronic_001-049-100,40,4,1,124050,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
reed_acoustic_018-074-050,183,7,0,112536,74,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_068-073-127,656,0,2,3262,73,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
guitar_electronic_022-035-075,378,3,1,202881,35,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
mallet_acoustic_047-091-127,488,5,0,148704,91,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",127
organ_electronic_113-059-100,958,6,1,263603,59,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_003-051-050,65,4,1,85241,51,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_009-056-075,150,0,2,191533,56,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",75
guitar_acoustic_021-089-025,457,3,0,184457,89,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",25
brass_acoustic_046-076-127,414,1,0,27536,76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
flute_synthetic_000-042-050,82,2,2,131925,42,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_078-038-075,838,4,1,206095,38,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_068-024-100,656,0,2,243960,24,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
mallet_acoustic_056-116-127,590,5,0,71541,116,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_001-100-025,40,4,1,270408,100,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",25
bass_synthetic_134-080-025,914,0,2,244183,80,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",25
organ_electronic_007-095-075,123,6,1,248959,95,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",75
organ_electronic_113-057-100,958,6,1,218908,57,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
flute_synthetic_000-056-050,82,2,2,49366,56,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_003-046-025,65,4,1,202761,46,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
string_acoustic_057-088-127,450,8,0,90055,88,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",127
mallet_acoustic_062-069-075,644,5,0,70543,69,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",75
organ_electronic_028-082-075,440,6,1,267258,82,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_002-098-025,50,4,1,210403,98,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",25
keyboard_electronic_069-039-100,805,4,1,213129,39,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
brass_acoustic_015-071-025,121,1,0,5536,71,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
mallet_acoustic_062-059-025,644,5,0,122501,59,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",25
bass_synthetic_068-061-025,656,0,2,219631,61,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
brass_acoustic_006-050-127,43,1,0,36575,50,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
brass_acoustic_046-083-075,414,1,0,1955,83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_134-081-050,914,0,2,267687,81,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",50
keyboard_electronic_078-077-075,838,4,1,194097,77,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_098-026-100,803,0,2,180074,26,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
vocal_synthetic_003-086-100,37,10,2,19334,86,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100
flute_acoustic_002-100-025,86,2,0,3337,100,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
keyboard_acoustic_004-047-025,327,4,0,227170,47,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
keyboard_electronic_078-073-075,838,4,1,35871,73,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_synthetic_000-099-100,577,4,2,117991,99,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",100
keyboard_electronic_002-072-025,50,4,1,61607,72,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_028-038-075,440,6,1,288292,38,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_057-032-075,701,6,1,255924,32,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_001-095-075,8,6,1,272326,95,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_030-086-075,642,3,0,178708,86,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",75
guitar_electronic_022-084-100,378,3,1,210247,84,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_003-027-025,65,4,1,221341,27,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_acoustic_004-071-075,327,4,0,216297,71,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
keyboard_electronic_098-083-100,905,4,1,271446,83,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_098-053-075,803,0,2,227619,53,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_098-050-075,803,0,2,242122,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_003-095-075,65,4,1,74270,95,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",75
vocal_synthetic_003-089-100,37,10,2,48203,89,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100
bass_synthetic_134-021-025,914,0,2,281313,21,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
guitar_electronic_022-075-100,378,3,1,207065,75,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_electronic_022-028-025,378,3,1,88688,28,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_098-052-050,905,4,1,290663,52,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_068-039-025,656,0,2,267116,39,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_135-097-075,927,0,2,226303,97,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
string_acoustic_012-031-127,97,8,0,3960,31,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
keyboard_electronic_098-065-025,905,4,1,210708,65,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_057-034-025,701,6,1,93544,34,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_078-044-127,838,4,1,68601,44,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
reed_acoustic_011-042-100,104,7,0,102830,42,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
